institute,client,date,CDU,SPD,GRÜNE,FDP,LINKE,AfD,Sonstige,state,CSU,FW,PIRATEN,NPD,SSW,method,timeframe
Infratestdimap,SWR,21.04.2022,26.0,15.0,28.0,11.0,3.0,9.0,8.0,baden-wuerttemberg,,,,,,TOM,1.17012.04.–19.04.
INSA,BILD,06.04.2022,23.0,19.0,25.0,11.0,3.0,10.0,9.0,baden-wuerttemberg,,,,,,O,1.00028.03.–04.04.
Infratestdimap,"SWR,Stuttgarter Zeitung",10.03.2022,24.0,18.0,27.0,13.0,3.0,9.0,6.0,baden-wuerttemberg,,,,,,TOM,1.15204.03.–08.03.
Infratestdimap,"SWR,Stuttgarter Zeitung",20.01.2022,23.0,16.0,26.0,12.0,4.0,11.0,8.0,baden-wuerttemberg,,,,,,TOM,1.16613.01.–18.01.
INSA,BILD,12.10.2021,20.0,21.0,24.0,16.0,3.0,9.0,7.0,baden-wuerttemberg,,,,,,O,1.00004.10.–11.10.
INSA,BILD,12.03.2021,23.0,11.0,32.0,11.0,4.0,13.0,6.0,baden-wuerttemberg,,,,,,TOM,1.06611.03.–12.03.
ForschungsgruppeWahlen,ZDF,11.03.2021,24.0,10.0,34.0,11.0,3.0,11.0,7.0,baden-wuerttemberg,,,,,,T,1.86708.03.–11.03.
ForschungsgruppeWahlen,ZDF,05.03.2021,24.0,10.0,35.0,10.0,3.0,11.0,7.0,baden-wuerttemberg,,,,,,T,1.03201.03.–04.03.
Infratestdimap,ARD,04.03.2021,25.0,10.0,33.0,10.0,4.0,12.0,6.0,baden-wuerttemberg,,,,,,TOM,1.18501.03.–03.03.
ForschungsgruppeWahlen,ZDF,05.02.2021,28.0,10.0,34.0,9.0,3.0,11.0,5.0,baden-wuerttemberg,,,,,,T,1.03201.02.–04.02.
Infratestdimap,"SWR,Stuttgarter Zeitung",04.02.2021,27.0,11.0,34.0,9.0,3.0,10.0,6.0,baden-wuerttemberg,,,,,,T,1.00001.02.–02.02.
INSA,BILD,13.01.2021,30.0,12.0,30.0,8.0,4.0,12.0,4.0,baden-wuerttemberg,,,,,,O,1.01005.01.–11.01.
Infratestdimap,SWR,17.12.2020,30.0,10.0,35.0,7.0,3.0,11.0,4.0,baden-wuerttemberg,,,,,,T,1.00114.12.–16.12.
INSA,BILD,19.11.2020,31.0,11.0,29.0,7.0,5.0,12.0,5.0,baden-wuerttemberg,,,,,,O,1.00110.11.–16.11.
Infratestdimap,"SWR,Stuttgarter Zeitung",15.10.2020,29.0,11.0,34.0,6.0,4.0,11.0,5.0,baden-wuerttemberg,,,,,,T,1.00108.10.–13.10.
INSA,BILD,10.09.2020,31.0,12.0,28.0,7.0,5.0,12.0,5.0,baden-wuerttemberg,,,,,,O,1.00002.09.–07.09.
Infratestdimap,SWR,30.04.2020,30.0,11.0,34.0,6.0,3.0,12.0,4.0,baden-wuerttemberg,,,,,,T,1.00327.04.–28.04.
INSA,BILD,22.04.2020,31.0,13.0,29.0,7.0,4.0,11.0,5.0,baden-wuerttemberg,,,,,,TOM,1.52315.04.–20.04.
Infratestdimap,"SWR,Stuttgarter Zeitung",12.03.2020,23.0,11.0,36.0,7.0,5.0,14.0,4.0,baden-wuerttemberg,,,,,,T,1.00105.03.–10.03.
INSA,BILD,30.10.2019,27.0,11.0,30.0,9.0,4.0,13.0,6.0,baden-wuerttemberg,,,,,,O,1.03623.10.–28.10.
Infratestdimap,"SWR,Stuttgarter Zeitung",19.09.2019,26.0,8.0,38.0,8.0,3.0,12.0,5.0,baden-wuerttemberg,,,,,,T,1.00416.09.–17.09.
Infratestdimap,"SWR,Stuttgarter Zeitung",28.03.2019,28.0,12.0,32.0,9.0,4.0,11.0,4.0,baden-wuerttemberg,,,,,,T,1.00220.03.–26.03.
INSA,BILD,15.02.2019,27.0,13.0,29.0,9.0,5.0,12.0,5.0,baden-wuerttemberg,,,,,,TOM,1.00607.02.–12.02.
Forsa,RTL/n-tv,04.02.2019,23.0,9.0,33.0,9.0,6.0,13.0,7.0,baden-wuerttemberg,,,,,,T,1.00729.01.–01.02.
Infratestdimap,"SWR,Stuttgarter Zeitung",12.09.2018,28.0,11.0,29.0,7.0,7.0,15.0,3.0,baden-wuerttemberg,,,,,,T,1.00305.09.–10.09.
INSA,BILD,12.09.2018,25.0,12.0,27.0,9.0,5.0,18.0,4.0,baden-wuerttemberg,,,,,,TOM,1.04601.09.–06.09.
Forsa,RTL/n-tv,25.02.2018,27.0,12.0,32.0,9.0,4.0,12.0,4.0,baden-wuerttemberg,,,,,,T,1.00308.02.–22.02.
Infratestdimap,"SWR,Stuttgarter Zeitung",31.01.2018,29.0,12.0,29.0,8.0,6.0,12.0,4.0,baden-wuerttemberg,,,,,,T,1.00326.01.–30.01.
Infratestdimap,"SWR,Stuttgarter Zeitung",09.03.2017,28.0,20.0,27.0,7.0,4.0,11.0,3.0,baden-wuerttemberg,,,,,,T,1.00403.03.–07.03.
Infratestdimap,"SWR,Stuttgarter Zeitung",15.09.2016,26.0,13.0,31.0,7.0,3.0,17.0,3.0,baden-wuerttemberg,,,,,,T,1.00109.09.–13.09.
ForschungsgruppeWahlen,ZDF,10.03.2016,29.0,14.0,32.0,6.0,4.0,11.0,4.0,baden-wuerttemberg,,,,,,T,1.71107.03.–10.03.
YouGov,YouGov,10.03.2016,30.0,12.0,32.0,8.0,4.0,11.0,3.0,baden-wuerttemberg,,,,,,O,97402.03.–09.03.
Forsa,RTL,09.03.2016,27.0,16.0,32.0,7.0,3.0,11.0,4.0,baden-wuerttemberg,,,,,,T,1.00202.03.–08.03.
INSA,BILD,07.03.2016,28.5,12.5,33.5,6.0,3.0,12.5,4.0,baden-wuerttemberg,,,,,,T,1.00501.03.–05.03.
ForschungsgruppeWahlen,ZDF,04.03.2016,30.0,13.0,32.0,7.0,4.0,11.0,3.0,baden-wuerttemberg,,,,,,T,1.05829.02.–03.03.
Infratestdimap,ARD,03.03.2016,28.0,13.0,32.0,8.0,4.0,13.0,2.0,baden-wuerttemberg,,,,,,T,1.00229.02.–02.03.
INSA,BILD,28.02.2016,30.0,16.5,30.5,6.5,3.5,9.0,4.0,baden-wuerttemberg,,,,,,T,1.03025.02.–27.02.
Forsa,"EZ,  LKZ,  PZ,  GEA",26.02.2016,30.0,16.0,30.0,6.0,3.0,11.0,4.0,baden-wuerttemberg,,,,,,T,1.06916.02.–22.02.
INSA,BILD,22.02.2016,30.0,16.0,30.5,7.0,3.0,10.0,3.5,baden-wuerttemberg,,,,,,T,1.00019.02.–20.02.
Infratestdimap,"SWR,Stuttgarter Zeitung",18.02.2016,31.0,14.0,28.0,8.0,4.0,12.0,3.0,baden-wuerttemberg,,,,,,T,1.00011.02.–16.02.
CustomerResearch 42,SchwäbischeZeitung,12.02.2016,33.1,15.6,26.1,5.1,5.5,10.5,4.1,baden-wuerttemberg,,,,,,T,1.00027.01.–07.02.
INSA,BILD,05.02.2016,33.5,13.5,28.5,7.0,3.5,10.0,4.0,baden-wuerttemberg,,,,,,T,1.00026.01.–01.02.
ForschungsgruppeWahlen,ZDF,21.01.2016,34.0,15.0,28.0,6.0,3.0,11.0,3.0,baden-wuerttemberg,,,,,,T,1.06918.01.–20.01.
INSA,CDU-LV,20.01.2016,35.0,13.0,29.0,6.5,2.5,11.5,2.5,baden-wuerttemberg,,,,,,T,1.00011.01.–18.01.
Infratestdimap,"SWR,Stuttgarter Zeitung",14.01.2016,35.0,15.0,28.0,6.0,3.0,10.0,3.0,baden-wuerttemberg,,,,,,T,1.00007.01.–12.01.
Forsa,stern,15.12.2015,35.0,19.0,28.0,5.0,3.0,7.0,3.0,baden-wuerttemberg,,,,,,T,1.06402.12.–11.12.
Infratestdimap,"SWR,Stuttgarter Zeitung",03.12.2015,37.0,18.0,25.0,5.0,4.0,8.0,3.0,baden-wuerttemberg,,,,,,T,1.00026.11.–01.12.
ForschungsgruppeWahlen,ZDF,20.11.2015,37.0,18.0,27.0,5.0,3.0,6.0,4.0,baden-wuerttemberg,,,,,,T,1.04016.11.–18.11.
INSA,BILD,09.10.2015,40.0,16.0,24.0,5.0,5.0,8.0,2.0,baden-wuerttemberg,,,,,,T,1.00324.09.–06.10.
Infratestdimap,"SWR,Stuttgarter Zeitung",24.09.2015,39.0,17.0,26.0,5.0,4.0,5.0,4.0,baden-wuerttemberg,,,,,,T,1.00017.09.–22.09.
Allensbach,Allensbach,11.09.2015,40.5,20.0,24.0,4.5,4.0,3.0,4.0,baden-wuerttemberg,,,,,,F,1.04718.07.–12.08.
Forsa,stern,12.05.2015,38.0,20.0,26.0,4.0,4.0,4.0,4.0,baden-wuerttemberg,,,,,,T,1.01023.04.–07.05.
Infratestdimap,"SWR,Stuttgarter Zeitung",26.03.2015,38.0,18.0,25.0,5.0,5.0,4.0,5.0,baden-wuerttemberg,,,,,,T,1.00019.03.–24.03.
Infratestdimap,"SWR,Stuttgarter Zeitung",13.11.2014,41.0,20.0,22.0,3.0,4.0,5.0,5.0,baden-wuerttemberg,,,,,,T,1.00010.11.–11.11.
TNS Infratest,SPD-LTFraktion,17.09.2014,41.0,19.0,23.0,4.0,4.0,4.0,,baden-wuerttemberg,,,,,,T,???.07.–??.07.
Infratestdimap,SWR,13.05.2014,41.0,20.0,21.0,3.0,4.0,6.0,5.0,baden-wuerttemberg,,,,,,T,1.00006.05.–11.05.
Infratestdimap,"SWR,Stuttgarter Zeitung",07.11.2013,43.0,19.0,22.0,4.0,4.0,5.0,3.0,baden-wuerttemberg,,,,,,T,1.00404.11.–05.11.
Infratestdimap,"SWR,Stuttgarter Zeitung",18.08.2011,36.0,23.0,29.0,4.0,3.0,,5.0,baden-wuerttemberg,,,,,,T,1.00016.08.–17.08.
Forsa,"stern.de, RTL",04.05.2011,36.0,22.0,30.0,4.0,2.0,,,baden-wuerttemberg,,,,,,T,1.00418.04.–29.04.
Infratestdimap,BR,19.01.2022,,14.0,16.0,7.0,,10.0,9.0,bayern,36.0,8.0,,,,T,1.17113.01.–17.01
INSA,BILD,12.10.2021,,20.0,15.0,11.0,2.0,8.0,4.0,bayern,32.0,8.0,,,,O,1.00004.10.–11.10.
INSA,BILD,21.07.2021,,10.0,21.0,8.0,3.0,8.0,3.0,bayern,37.0,10.0,,,,O,1.00012.07.–19.07.
Forsa,RTL/n-tv,19.05.2021,,7.0,22.0,6.0,3.0,9.0,6.0,bayern,38.0,9.0,,,,T,1.01610.05.–17.05.
INSA,BILD,27.04.2021,,9.0,24.0,7.0,3.0,9.0,3.0,bayern,36.0,9.0,,,,O,1.40022.04.–27.04.
INSA,FDP LV,28.01.2021,,9.0,18.0,5.0,3.0,7.0,4.0,bayern,46.0,8.0,,,,O,1.01621.01.–26.01.
Infratestdimap,BR,13.01.2021,,7.0,19.0,3.0,3.0,7.0,5.0,bayern,48.0,8.0,,,,T,1.00007.01.–11.11
Infratestdimap,BR,07.10.2020,,8.0,21.0,3.0,3.0,8.0,5.0,bayern,45.0,7.0,,,,T,1.00130.09.–05.10
INSA,BILD,11.08.2020,,10.0,18.0,3.0,3.0,7.0,5.0,bayern,47.0,7.0,,,,O,1.00105.08.–10.08.
Infratestdimap,BR,22.07.2020,,7.0,20.0,3.0,3.0,7.0,6.0,bayern,49.0,5.0,,,,T,1.00315.07.–22.07.
INSA,BILD,30.05.2020,,10.0,17.0,4.0,3.0,7.0,5.0,bayern,46.0,8.0,,,,TOM,1.01419.05.–25.05.
Infratestdimap,BR,27.05.2020,,9.0,19.0,3.0,3.0,5.0,5.0,bayern,48.0,8.0,,,,T,1.00020.05.–25.05.
Infratestdimap,BR,08.04.2020,,10.0,17.0,,3.0,6.0,7.0,bayern,49.0,8.0,,,,T,1.00302.04.–06.04.
Infratestdimap,BR,15.01.2020,,7.0,25.0,4.0,3.0,10.0,5.0,bayern,36.0,10.0,,,,T,1.00408.01.–13.01.
INSA,BILD,25.09.2019,,9.0,22.0,5.0,3.0,11.0,4.0,bayern,36.0,10.0,,,,TOM,1.03416.09.–23.09.
Forsa,RTL/n-tv,28.01.2019,,6.0,23.0,5.0,3.0,8.0,5.0,bayern,38.0,12.0,,,,T,1.00322.01.–25.01.
Infratestdimap,BR,09.01.2019,,9.0,21.0,6.0,3.0,8.0,5.0,bayern,35.0,13.0,,,,T,1.00303.01.–07.01.
GMS,Sat.1Bayern,03.01.2019,,9.0,18.0,5.0,4.0,10.0,5.0,bayern,38.0,11.0,,,,T,1.00327.12.–02.01.
Forschungs-gruppe Wahlen,ZDF,11.10.2018,,12.0,19.0,5.5,4.0,10.0,5.5,bayern,34.0,10.0,,,,T,1.07510.10.–11.10.
INSA,BILD,09.10.2018,,10.0,18.0,5.5,4.5,14.0,4.0,bayern,33.0,11.0,,,,TOM,1.70702.10.–08.10.
Forschungs-gruppe Wahlen,ZDF,05.10.2018,,12.0,18.0,5.5,4.5,10.0,5.0,bayern,35.0,10.0,,,,T,1.12201.10.–04.10.
Infratestdimap,ARD,04.10.2018,,11.0,18.0,6.0,4.5,10.0,6.5,bayern,33.0,11.0,,,,T,1.00201.10.–02.10.
GMS,Sat.1Bayern,27.09.2018,,13.0,16.0,5.0,4.0,12.0,5.0,bayern,35.0,10.0,,,,T,1.00420.09.–26.09.
INSA,BILD,26.09.2018,,11.0,17.0,6.0,4.0,14.0,4.0,bayern,34.0,10.0,,,,TOM,1.06421.09.–25.09.
Forschungs-gruppe Wahlen,ZDF,21.09.2018,,13.0,18.0,5.0,4.0,10.0,4.0,bayern,35.0,11.0,,,,T,1.11417.09.–19.09.
Infratestdimap,BayerischerRundfunk,12.09.2018,,11.0,17.0,5.0,5.0,11.0,5.0,bayern,35.0,11.0,,,,T,1.00005.09.–10.09.
GMS,Sat.1Bayern,10.09.2018,,12.0,16.0,6.0,4.0,14.0,5.0,bayern,36.0,7.0,,,,T,1.00604.09.–10.09.
INSA,BILD,28.08.2018,,13.0,15.0,6.0,3.0,14.0,5.0,bayern,36.0,8.0,,,,TOM,1.03323.08.–27.08.
Forsa,RTL/n-tv,13.08.2018,,12.0,17.0,5.0,4.0,13.0,4.0,bayern,37.0,8.0,,,,T,1.10525.07.–09.08.
GMS,Sat.1Bayern,01.08.2018,,12.0,14.0,6.0,3.0,13.0,5.0,bayern,39.0,8.0,,,,T,1.00425.07.–31.07.
Infratestdimap,BayerischerRundfunk,18.07.2018,,13.0,16.0,5.0,4.0,12.0,3.0,bayern,38.0,9.0,,,,T,1.00311.07.–16.07.
GMS,Sat.1Bayern,12.07.2018,,12.0,14.0,6.0,3.0,14.0,5.0,bayern,39.0,7.0,,,,T,1.00705.07.–11.07.
Forsa,RTL/n-tv,09.07.2018,,12.0,15.0,6.0,3.0,14.0,4.0,bayern,38.0,8.0,,,,T,1.00304.07.–06.07.
INSA,BILD,27.06.2018,,13.0,13.0,5.0,3.0,14.0,5.0,bayern,41.0,6.0,,,,TOM,1.23125.06.–27.06.
Forsa,RTL/n-tv,25.06.2018,,13.0,14.0,5.0,3.0,13.0,4.0,bayern,40.0,8.0,,,,T,1.03321.06.–22.06.
GMS,Sat.1Bayern,17.05.2018,,13.0,12.0,5.0,2.0,13.0,6.0,bayern,42.0,7.0,,,,T,1.00511.05.–16.05.
Infratestdimap,BayerischerRundfunk,02.05.2018,,12.0,14.0,6.0,3.0,12.0,5.0,bayern,41.0,7.0,,,,T,1.00222.04.–27.04.
GMS,Sat.1Bayern,27.04.2018,,14.0,11.0,5.0,3.0,12.0,5.0,bayern,44.0,6.0,,,,T,1.00220.04.–26.04.
INSA,BILD,21.04.2018,,13.0,13.0,7.0,3.0,13.0,3.0,bayern,42.0,6.0,,,,O,1.00517.04.–20.04.
GMS,Sat.1Bayern,22.03.2018,,15.0,11.0,6.0,3.0,12.0,4.0,bayern,43.0,6.0,,,,T,1.00416.03.–21.03.
Forsa,RTL/n-tv,25.02.2018,,14.0,14.0,6.0,3.0,10.0,4.0,bayern,42.0,7.0,,,,T,1.02708.02.–22.02.
GMS,Sat.1Bayern,12.02.2018,,15.0,11.0,6.0,3.0,12.0,7.0,bayern,40.0,6.0,,,,T,1.51001.02.–09.02.
Infratestdimap,BayerischerRundfunk,10.01.2018,,16.0,14.0,5.0,3.0,10.0,5.0,bayern,40.0,7.0,,,,T,1.00203.01.–08.01.
GMS,Sat.1Bayern,02.01.2018,,15.0,10.0,7.0,3.0,12.0,7.0,bayern,39.0,7.0,,,,T,1.00727.12.–01.01.
INSA,BILD,13.12.2017,,15.0,12.0,7.0,4.0,12.0,3.0,bayern,40.0,7.0,,,,TOM,1.00312.12.–13.12.
GMS,Sat.1Bayern,30.11.2017,,15.0,10.0,8.0,3.0,14.0,6.0,bayern,37.0,7.0,,,,T,1.00627.11.–29.11.
Forsa,"RTL, n-tv",10.11.2017,,17.0,11.0,9.0,4.0,11.0,3.0,bayern,38.0,7.0,,,,T,1.01706.11.–09.11.
INSA,BILD,05.11.2017,,17.0,10.0,8.0,4.0,13.0,3.0,bayern,37.0,8.0,,,,TOM,1.03302.11.–03.11.
GMS,Sat.1Bayern,19.10.2017,,15.0,11.0,7.0,3.0,13.0,4.0,bayern,41.0,6.0,,,,T,1.00413.10.–18.10.
Infratestdimap,BayerischerRundfunk,11.01.2017,,14.0,13.0,4.0,3.0,10.0,4.0,bayern,45.0,7.0,,,,T,1.00104.01.–09.01.
GMS,Sat.1Bayern,03.11.2016,,18.0,10.0,6.0,2.0,9.0,5.0,bayern,44.0,6.0,,,,T,1.00527.10.–02.11.
GMS,Sat.1Bayern,13.10.2016,,19.0,10.0,5.0,2.0,9.0,4.0,bayern,45.0,6.0,,,,T,1.01307.10.–12.10.
GMS,Sat.1Bayern,15.09.2016,,18.0,12.0,5.0,2.0,9.0,4.0,bayern,45.0,5.0,,,,T,1.01509.09.–14.09.
Forsa,stern,20.07.2016,,16.0,14.0,4.0,3.0,8.0,6.0,bayern,43.0,6.0,,,,T,1.00804.07.–15.07.
Infratestdimap,ARD,17.07.2016,,17.0,13.0,4.0,,9.0,7.0,bayern,45.0,5.0,,,,T,1.00011.07.–14.07.
GMS,Sat.1Bayern,14.07.2016,,17.0,11.0,5.0,2.0,7.0,5.0,bayern,47.0,6.0,,,,T,1.01508.07.–13.07.
INSA,Cicero,14.06.2016,,17.5,11.5,3.5,3.5,7.0,5.0,bayern,47.5,4.5,,,,T,1.69817.05.–08.06.
Forsa,stern,08.06.2016,,16.0,14.0,4.0,3.0,10.0,7.0,bayern,40.0,6.0,,,,T,1.01023.05.–03.06.
GMS,Sat.1Bayern,02.06.2016,,17.0,10.0,5.0,2.0,8.0,4.0,bayern,48.0,6.0,,,,T,1.02127.05.–01.06.
GMS,Sat.1Bayern,21.04.2016,,16.0,10.0,5.0,2.0,9.0,4.0,bayern,48.0,6.0,,,,T,1.01815.04.–19.04.
GMS,Sat.1Bayern,17.03.2016,,16.0,11.0,5.0,2.0,9.0,4.0,bayern,48.0,5.0,,,,T,1.01514.03.–16.03.
GMS,Sat.1Bayern,18.02.2016,,17.0,11.0,4.0,2.0,9.0,6.0,bayern,46.0,5.0,,,,T,1.01012.02.–17.02.
Infratestdimap,BayerischerRundfunk,13.01.2016,,16.0,12.0,3.0,3.0,8.0,6.0,bayern,47.0,5.0,,,,T,1.00007.01.–11.01.
GMS,Sat.1Bayern,04.01.2016,,19.0,10.0,4.0,3.0,7.0,6.0,bayern,45.0,6.0,,,,T,1.01928.12.–03.01.
GMS,Sat.1Bayern,19.11.2015,,18.0,11.0,4.0,3.0,8.0,5.0,bayern,46.0,5.0,,,,T,1.01612.11.–18.11.
GMS,Sat.1Bayern,08.10.2015,,18.0,12.0,6.0,,5.0,7.0,bayern,46.0,6.0,,,,T,1.01901.10.–07.10.
Forsa,stern,07.10.2015,,19.0,11.0,4.0,3.0,6.0,9.0,bayern,43.0,5.0,,,,T,1.00723.09.–02.10.
GMS,Sat.1Bayern,17.09.2015,,20.0,10.0,5.0,,2.0,8.0,bayern,49.0,6.0,,,,T,1.00710.09.–16.09.
GMS,Sat.1Bayern,23.07.2015,,20.0,10.0,5.0,,2.0,10.0,bayern,47.0,6.0,,,,T,1.01116.07.–22.07.
GMS,Sat.1Bayern,25.06.2015,,19.0,9.0,5.0,2.0,4.0,6.0,bayern,48.0,7.0,,,,T,1.01218.06.–24.06.
INSA,BILD,19.06.2015,,20.0,8.0,4.0,3.0,4.0,7.0,bayern,46.0,8.0,,,,O,65105.06.–15.06.
GMS,Sat.1Bayern,15.05.2015,,18.0,10.0,4.0,,5.0,8.0,bayern,48.0,7.0,,,,T,1.00807.05.–13.05.
GMS,Sat.1Bayern,16.04.2015,,19.0,10.0,4.0,2.0,4.0,6.0,bayern,48.0,7.0,,,,T,1.01609.04.–15.04.
Forsa,stern,08.04.2015,,19.0,11.0,3.0,2.0,4.0,7.0,bayern,47.0,7.0,,,,T,1.26619.03.–31.03.
Infratestdimap,BayerischerRundfunk,14.01.2015,,19.0,9.0,3.0,3.0,4.0,6.0,bayern,46.0,10.0,,,,T,1.00408.01.–12.01.
pollytix,SPD-Landesverband,12.01.2015,,20.0,10.0,2.0,3.0,6.0,4.0,bayern,47.0,8.0,,,,O,1.70013.11.–23.11.
GMS,?(Quelle: PNP),03.12.2014,,18.0,9.0,2.0,2.0,5.0,,bayern,49.0,7.0,,,,T,2.000??.11.–??.11.
Emnid,Emnid,13.11.2014,,18.0,9.0,2.0,2.0,5.0,7.0,bayern,48.0,9.0,,,,T,2.11401.10.–04.11.
Infratestdimap,BayerischerRundfunk,16.03.2014,,18.0,11.0,,,,13.0,bayern,46.0,12.0,,,,T,1.00210.03.–12.03.
Infratestdimap,BayerischerRundfunk,15.01.2014,,19.0,10.0,4.0,2.0,,7.0,bayern,49.0,9.0,,,,T,1.00409.01.–13.01.
Infratestdimap,"RBB, BerlinerMorgenpost",23.03.2022,20.0,20.0,21.0,8.0,12.0,8.0,11.0,berlin,,,,,,TOM,1.17016.03.–19.03.
INSA,BILD,14.12.2021,19.0,22.0,20.0,7.0,15.0,9.0,8.0,berlin,,,,,,O,1.00006.12.–13.12.
Forschungs-gruppe Wahlen,ZDF,23.09.2021,17.0,22.0,19.0,7.0,13.0,9.0,13.0,berlin,,,,,,T,1.10320.09.–22.09.
Forschungs-gruppe Wahlen,ZDF,17.09.2021,17.0,21.0,20.0,8.0,12.0,9.0,13.0,berlin,,,,,,T,1.00013.09.–16.09.
Infratestdimap,"RBB, BerlinerMorgenpost",25.08.2021,19.0,23.0,17.0,8.0,12.0,11.0,10.0,berlin,,,,,,TOM,1.16018.08.–21.08.
Forsa,Der Haupt-stadtbrief,13.08.2021,17.0,21.0,21.0,7.0,14.0,10.0,10.0,berlin,,,,,,T,2.00705.08.–10.08.
Infratestdimap,"RBB, BerlinerMorgenpost",16.06.2021,21.0,17.0,22.0,9.0,12.0,10.0,9.0,berlin,,,,,,TOM,1.19809.06.–14.06.
Infratestdimap,"RBB, BerlinerMorgenpost",28.04.2021,18.0,17.0,27.0,7.0,14.0,9.0,8.0,berlin,,,,,,TOM,20.04.–24.04.
INSA,BILD,23.04.2021,16.0,19.0,25.0,10.0,14.0,12.0,4.0,berlin,,,,,,O,1.02412.04.–20.04.
Infratestdimap,"RBB, BerlinerMorgenpost",24.02.2021,22.0,18.0,23.0,6.0,15.0,9.0,7.0,berlin,,,,,,T,1.00716.02.–20.02.
